sigma,time,output_effective_labor,output_effective_labor_growth,output_per_person_growth,wage_growth,wage_productivity,net_interest,labor_income_share,ai_revenue_output_share,capability_frontier_ratio,ai_service_price,consumption_effective_labor,capital_effective_labor,consumption_effective_labor_growth,capital_effective_labor_growth,ai_services_effective_labor_growth,inference_output_share,research_output_share,profit_output_share,inference_revenue_share,research_revenue_share,profit_revenue_share
0.9,0.0,1.2566500321523786,0.018019738507461552,0.028019738507461554,0.033880466817230455,0.713891651012309,0.019795413372234325,0.5680910617489596,0.10190893825104025,0.009999999999999676,9.544607954715744,1.192907042187091,5.94157252710329,-0.030204586627765678,-0.05248622181953005,0.3467820616563605,0.0007845101477358224,0.00022978527225964328,0.10089464283104478,0.007698148574595854,0.0022548097959140274,0.9900470416294901
0.9,0.01,1.2568741221018116,0.01764298761789703,0.02764298761789703,0.0334354862409194,0.7140605580788344,0.019844471902014216,0.5681241625730542,0.10187583742694571,0.010086574693660588,9.510359694384189,1.1925470767791941,5.938457962363611,-0.030155528097985787,-0.05238114872402385,0.3428562412738155,0.0007803239256351424,0.0002280852613741292,0.10086742823993644,0.0076595583932716725,0.0022388553275715373,0.9901015862791568
0.9,0.02,1.2570935626395305,0.01727364118734362,0.027273641187343618,0.03299918284903996,0.7142263580584826,0.019893231037408685,0.5681568813054894,0.10184311869451057,0.010173167620033619,9.476602150759653,1.1921878030725432,5.935351242368685,-0.030106768962591318,-0.052276894038440457,0.33900195381477344,0.0007761885368838914,0.00022640929151278899,0.10084052086611389,0.007621413668724666,0.0022231182078381565,0.9901554681234371
0.9,0.03,1.2573084431835024,0.016911504690351305,0.026911504690351303,0.032571329065650696,0.7143891099398803,0.019941695781129865,0.5681892250170917,0.10181077498290825,0.010259778352292637,9.443324365093392,1.191829216969042,5.93225230839339,-0.030058304218870138,-0.05217344331122443,0.33521737742183777,0.0007721030011397709,0.00022475684841790557,0.10081391513335057,0.007583706157520063,0.002207593925649198,0.9902086999168307
0.9,0.04,1.2575188508599635,0.01655639013503591,0.02655639013503591,0.03215170495190782,0.7145488712082816,0.019989871011530783,0.5682212005964221,0.10177879940357781,0.010346406471679614,9.410515708553325,1.1914713144348876,5.9291611026889885,-0.03001012898846922,-0.052070782456671905,0.3315007500918859,0.0007680663641923696,0.00022312743262130772,0.10078760560676414,0.007546427828715082,0.0021922780965076324,0.9902612940747773
0.9,0.05,1.257724870578594,0.016208115795576898,0.0262081157955769,0.031740097893547696,0.7147056978946782,0.020037761486619787,0.5682528147558142,0.10174718524418568,0.010433051567275697,9.378165869773841,1.1911140914990064,5.926077568458956,-0.029962238513380215,-0.05196889774299091,0.3278503672677287,0.0007640776970732125,0.0002215205589102421,0.10076158698820223,0.007509570856820096,0.002177166458006767,0.9903132626851732
0.9,0.06,1.2579265851049282,0.015866505957414512,0.02586650595741451,0.031336302303198366,0.7148596446231149,0.020085371847931105,0.5682840740371871,0.10171592596281281,0.010519713235847328,9.346264842950257,1.1907575442515295,5.923001649835441,-0.029914628152068898,-0.0518677757807944,0.3242645795421962,0.000760136095200082,0.00021993575581574887,0.10073585411179699,0.007473127615020548,0.0021622548655375468,0.9903646175194419
0.9,0.07,1.2581240751295333,0.015531390674945774,0.025531390674945774,0.030940119337291176,0.7150107646558944,0.020132706624221272,0.5683149848175973,0.10168501518240255,0.010606391081614985,9.314802916494525,1.1904016688423322,5.919933291856695,-0.02986729337577873,-0.05176740351211211,0.32074179047363716,0.0007562406775601451,0.0002183725651240717,0.10071040193971835,0.007437090668704733,0.002147539288186711,0.9904153700431085
0.9,0.08,1.2583174193346935,0.01520260554054184,0.02520260554054184,0.030551356626192537,0.7151591099371615,0.02017977023503545,0.5683455533145885,0.10165444668541149,0.010693084716081436,9.28377066217868,1.1900464614796078,5.916872440445076,-0.02982022976496454,-0.05166776819979361,0.3172804545017741,0.0007523905859240612,0.00021683054140831214,0.10068522555807911,0.007401452769227826,0.0021330158048012836,0.9904655314259709
0.9,0.09,1.2585066944584602,0.01487999146446523,0.02487999146446523,0.030169828017066136,0.7153047311347706,0.02022656699413479,0.5683757855913263,0.10162421440867365,0.010779793757869749,9.25315892475978,1.1896919184284853,5.913819042385735,-0.029773433005865213,-0.05156885741732803,0.3138790749605145,0.0007485849840917604,0.00021530925157998407,0.1006603201730019,0.007366206847920966,0.002118680600217337,0.9905151125518616
0.9,0.1,1.2586919753560737,0.014563394465273298,0.024563394465273298,0.029795353328983303,0.71544767768044,0.020273101112782063,0.5684056875615225,0.10159431243847743,0.010866517832510136,9.222958812071084,1.189338036009704,5.910773045306129,-0.02972689888721794,-0.05147065903908498,0.3105362021843135,0.0007448230571715433,0.00021380827446009388,0.1006356811068458,0.007331346010364375,0.002104529961650855,0.9905641240279848
0.9,0.11,1.2588733350590915,0.014252665469743504,0.024252665469743504,0.02942775811915401,0.7155879978084121,0.02031937670290858,0.5684352649941723,0.10156473500582759,0.010953256572309833,9.193161685537932,1.1889848105983096,5.907734397655959,-0.029680623297091424,-0.05137316123091471,0.3072504316991014,0.0007411040108834951,0.00021232720036735555,0.10061130379457674,0.0072968635308404235,0.00209056027522912,0.9906125761939305
0.9,0.12,1.2590508448323527,0.01394766012214759,0.02394766012214759,0.029066873460075925,0.715725738592705,0.02036539778016523,0.5684645235181162,0.10153547648188377,0.01104000961617202,9.16375915109714,1.1886322386224044,5.90470304868787,-0.029634602219834758,-0.05127635244109175,0.3040204024966149,0.0007374270708942301,0.0002108656307240154,0.10058718378026552,0.007262752847038678,0.0020767680226687923,0.9906604791302925
0.9,0.125,1.2591381777959514,0.013797259950163265,0.023797259950163265,0.028888896252805142,0.7157936561331503,0.020388314105751995,0.5684790349110895,0.10152096508891044,0.011083391391044195,9.149203297484325,1.1884561965707505,5.903190095566004,-0.029611685894248008,-0.051228202893234154,0.30242587703970025,0.0007356041540785978,0.00021014203845816647,0.10057521889637368,0.007245834921233929,0.0020699373599741434,0.9906842277187919
0.9,0.13,1.2592245742285113,0.013648238602323308,0.023648238602323308,0.028712535726961315,0.7158609459827757,0.020411168266843457,0.568493468626406,0.10150653137359394,0.011126776609427624,9.134743050525104,1.1882803165619327,5.901678948438752,-0.029588831733156545,-0.05118022139164816,0.3008447953873372,0.0007337914821767703,0.0002094231776780341,0.10056331671373914,0.007229007554952861,0.0020631497780891936,0.990707842666958
0.9,0.14,1.2593945911408293,0.013354265451826238,0.02335426545182624,0.028364586394598726,0.7159936648380545,0.020456691994706983,0.5685221056805301,0.10147789431946978,0.011213557203708868,9.10610545311128,1.187929040947495,5.898662047711457,-0.02954330800529302,-0.05108475706997536,0.2977223314252542,0.0007301965083938719,0.00020799946374014326,0.10053969834733577,0.0071956214039590564,0.0020497022049484528,0.9907546763910925
