scenario,time,log_capital,log_capability,log_population,log_output,log_wage,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_effective_research,human_research_share,ai_share,automated_research_share,inverse_demand_elasticity,inference_share,consumption_share,gross_capital_return,net_capital_return,capital_output_ratio,monopoly_foc_log_error,research_mix_log_error,automation_share_cost_error,capital_growth,capability_growth,output_growth,output_per_capita_growth,wage_growth,production_labor_growth,ai_service_growth,capital_deepening_wage_contribution,ai_substitution_wage_contribution,wage_growth_identity,production_labor_income_share,aggregate_labor_income_share,production_labor_share_growth,aggregate_labor_share_growth,ai_displacement_share_contribution,research_reallocation_share_contribution,production_labor_share_growth_identity,aggregate_labor_share_growth_identity,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,log_capital_per_production_worker,log_ai_services_per_production_worker,log_human_to_automated_research_ratio,log_automated_research_per_capita,human_research_population_share_growth,human_research_population_share_growth_identity,capital_return_growth,consumption_per_capita_growth,euler_implied_net_return,euler_gap
near_unit_100,0.0,0.9200248718261719,0.0,0.0,-0.31801375312119207,-0.8663535846048681,-4.3378447111836085,-4.3378447111836085,-2.623928213307542,-0.07528128642765905,-5.594714461631664,-3.2554201986789835,0.07251743862345619,0.2,0.10866676776023963,0.8660000000000001,0.01795600000000062,0.7435023968125143,0.09568428075301945,0.045684280753019446,3.448842353236651,-3.597122599785507e-14,6.623019386253759e-07,3.2074716230234834e-08,0.01768426020263092,0.022736842105263163,0.017921748796603992,0.005921748796603992,0.00552323123674725,0.012398517559856707,0.040561097705341886,0.0017442950721154899,0.0037737857394950134,0.0055180808116105035,0.5359999999999999,0.5779084398142037,0.0,-0.00039851755985664816,-0.0,-0.00039851755985670714,-0.0,-0.00039851755985670714,-0.31801375312119207,-0.6143970425196614,0.9200248718261719,0.995306158253831,-4.26256342475595,2.970786248324122,-5.594714461631664,-0.00512516408076813,-0.005124713676890508,0.0002374885939730731,0.0059217487966043425,0.04592174879660434,-0.0002374680435848972
near_unit_100,2.0,0.9554246069292319,0.045278697817509005,0.024000000000000004,-0.2821702555279841,-0.8553071221313736,-4.256722515772925,-4.302001213590434,-2.6101785414690784,-0.050484251307945635,-5.558870964038457,-3.239257808058988,0.07177790777223692,0.2,0.10974138765602749,0.8660000000000001,0.01795600000000003,0.7435023968125148,0.09572675127042878,0.04572675127042877,3.4473122258975195,-2.4771851236948805e-15,-2.3850581598594545e-07,-1.1650796841178312e-08,0.01771430260383465,0.022542719209489376,0.017910347435465712,0.005910347435465712,0.005514506387882395,0.012395841047583312,0.040453913238722716,0.0017550923135629419,0.0037597816736126798,0.005514873987175622,0.5359999999999999,0.5774480100054316,0.0,-0.0003958410475833063,-0.0,-0.0003958410475833115,-0.0,-0.0003958410475833115,-0.3061702555279841,-0.6025535449264527,0.9314246069292319,1.0059088582371776,-4.206238264464979,2.9486924225693785,-5.582870964038457,-0.005118780687035862,-0.0051186653402990785,0.000196044831631062,0.0059103474354658125,0.04591034743546581,-0.00018359616503704074
near_unit_100,4.0,0.9908776264925017,0.09017426321304203,0.04800000000000001,-0.24637236337932922,-0.8442955590533385,-4.176029058228718,-4.266203321441759,-2.5964033360556855,-0.025697922237325803,-5.523073071889802,-3.2230539225795893,0.071047732715813,0.2,0.1108218081969971,0.8660000000000001,0.01795600000000038,0.7435023968125145,0.09575977049601549,0.045759770496015484,3.44612354740064,-2.195466031196247e-14,2.009149917547859e-07,9.899114916667173e-09,0.017737659437775527,0.02235366838610978,0.017886721073554906,0.005886721073554906,0.005496227766790235,0.012390493306764703,0.04024120743795945,0.001764564823233572,0.0037319956935800954,0.0054965605168136675,0.5359999999999999,0.5769941243235328,0.0,-0.00039049330676468874,-0.0,-0.0003904933067647026,-0.0,-0.0003904933067647026,-0.2943723633793292,-0.5907556527777982,0.9428776264925016,1.0165755487298274,-4.150331135991392,2.9266697358341163,-5.571073071889802,-0.005105531778684558,-0.0051057344600255634,0.00014906163577937948,0.005886721073555451,0.04588672107355545,-0.0001269505775399679
near_unit_100,6.0,1.0263712113467167,0.13469664327521283,0.07200000000000001,-0.21062337123376446,-0.8333222110642127,-4.095757686021087,-4.2304543292962995,-2.5826006685838165,-0.0009222780808868236,-5.487324079744237,-3.2068072246244452,0.07032691680589741,0.2,0.11190773385592251,0.8660000000000001,0.0179559999999985,0.7435023968125164,0.09578423136322711,0.04578423136322711,3.4452434947104624,8.285039321265231e-14,5.72219547745334e-07,2.8434843035718416e-08,0.01775496233944447,0.02216952553665249,0.017861551228663522,0.005861551228663522,0.00547639432043312,0.01238515690823041,0.04003186470260123,0.0017720357923006402,0.003704658844445689,0.005476694636746329,0.5359999999999999,0.5765467557245505,0.0,-0.0003851569082303774,-0.0,-0.00038515690823041036,-0.0,-0.00038515690823041036,-0.28262337123376446,-0.5790066606322309,0.9543712113467167,1.0272934894276036,-4.0948354079402005,2.9047234111604205,-5.559324079744237,-0.005091317853732402,-0.005091237412202718,0.0001065888892190503,0.005861551228663109,0.04586155122866311,-7.731986543599995e-05
near_unit_100,8.0,1.0618938356525431,0.1788555171087282,0.09600000000000002,-0.17492615846467513,-0.822389981771606,-4.015901599418313,-4.1947571165270405,-2.568768607470615,0.02384270539559584,-5.451626866975148,-3.1905163717487355,0.06961546016713215,0.2,0.11299887996739491,0.8660000000000001,0.017956000000001547,0.7435023968125134,0.09580095564487646,0.04580095564487646,3.4446420474475588,-8.665290707199347e-14,-1.208511268835366e-07,-6.0564623871606216e-09,0.017766792606881812,0.021990134043566374,0.01783501613707171,0.00583501613707171,0.005455215631380295,0.012379800505691398,0.03982592098735804,0.0017777073933928367,0.00367778014454333,0.005455487537936166,0.5359999999999999,0.5761058756374926,0.0,-0.0003798005056913911,-0.0,-0.00037980050569139806,-0.0,-0.00037980050569139806,-0.27092615846467516,-0.5673094478631457,0.9658938356525432,1.0380511302569473,-4.039744304813908,2.8828582595045327,-5.547626866975148,-0.005075693421310534,-0.005075415125688879,6.822353018989813e-05,0.005835016137071242,0.04583501613707124,-3.406049219478041e-05
near_unit_100,10.0,1.0974350859372033,0.22266026267627875,0.12000000000000002,-0.13928330668547761,-0.8115013485386915,-3.9364540020716547,-4.1591142647479336,-2.5549034422690586,0.04859692394187877,-5.41598401519595,-3.1741784349458633,0.06891348220289185,0.2,0.11409487787962627,0.8660000000000001,0.01795599999999992,0.743502396812515,0.09581068965963495,0.045810689659634946,3.4442920844460745,3.497202527569243e-15,-5.409629388886117e-07,-2.7339522395974925e-08,0.017773678164076198,0.02181536004308241,0.017807277571315464,0.005807277571315463,0.00543288356792182,0.01237439400339363,0.039623389778779994,0.0017817637730252478,0.0036513654339017723,0.00543312920692702,0.5359999999999999,0.5756715297179279,0.0,-0.00037439400339361883,-0.0,-0.00037439400339362924,-0.0,-0.00037439400339362924,-0.2592833066854776,-0.555666596083946,0.9774350859372033,1.0488381619953244,-3.9850509260135336,2.8610805729268916,-5.53598401519595,-0.005058211740014529,-0.005058489564528177,3.3599407239265355e-05,0.005807277571315633,0.045807277571315634,3.412088319311446e-06
near_unit_100,12.0,1.132985570866361,0.26611996593861176,0.14400000000000002,-0.10369704817941328,-0.8006584474999188,-3.8574080403031927,-4.123528006241805,-2.541001454430673,0.07334028140917036,-5.380397756689886,-3.1577904678842534,0.06822109477339316,0.2,0.1151953646547913,0.8660000000000001,0.017956000000001086,0.7435023968125138,0.09581411721201749,0.04581411721201749,3.4441688720021912,-6.106226635438361e-14,9.90446928028632e-07,5.04758363856217e-08,0.0177761027143314,0.021645076168084698,0.01777856239294931,0.0057785623929493095,0.005409524406533972,0.01236903798641533,0.039424356586892695,0.0017843313602123035,0.003625412692463966,0.00540974405267627,0.5359999999999999,0.5752437590005816,0.0,-0.00036903798641538255,-0.0,-0.0003690379864153305,-0.0,-0.0003690379864153305,-0.2476970481794133,-0.5440803375778832,0.988985570866361,1.0596452894571906,-3.930748321712363,2.839396302259213,-5.524397756689886,-0.005040202736240951,-0.005040486420118635,2.4596786179081898e-06,0.005778562392949355,0.045778562392949355,3.5554819068132903e-05
near_unit_100,14.0,1.1685368344170464,0.3092434394520642,0.168,-0.06816905711368038,-0.7898632509125556,-3.778756575724084,-4.088000015176148,-2.5270642532140224,0.09807307588754009,-5.344869765624153,-3.141354196375211,0.06753804209853333,0.2,0.11630026869219758,0.8660000000000001,0.017955999999999698,0.7435023968125152,0.09581188740536312,0.045811887405363114,3.4442490273031416,1.5709655798445965e-14,5.93772571555462e-07,3.051234091777655e-08,0.017774525414354758,0.021479115829772362,0.017749021084628364,0.005749021084628363,0.005385287707884073,0.012363733376744294,0.03922883588312365,0.0017855613724114534,0.003599923735854833,0.005385485108266286,0.5359999999999999,0.5748223779619748,0.0,-0.00036373337674433515,-0.0,-0.0003637333767442935,-0.0,-0.0003637333767442935,-0.2361690571136804,-0.5325523465121486,1.0005368344170464,1.0704637585295063,-3.876829651611624,2.81780551241013,-5.512869765624153,-0.005021665488001759,-0.005021554331139783,-2.5504329726394603e-05,0.005749021084628797,0.0457490210846288,6.28663207343158e-05
near_unit_100,16.0,1.2040812797918745,0.3520392251326622,0.192,-0.03270096384089982,-0.7791172966683825,-3.700492696770698,-4.05253192190336,-2.51308811638268,0.12279521491614753,-5.309401672351372,-3.124866638573341,0.06686443173514736,0.2,0.11740924328939077,0.8660000000000001,0.01795599999999984,0.7435023968125151,0.09580457224562604,0.045804572245626035,3.4445120129959785,8.382183835919932e-15,5.458194798357852e-07,2.8280081318388106e-08,0.017769350884419735,0.021317364649114167,0.017718769744514182,0.0057187697445141815,0.005360322204792628,0.012358447539721571,0.03903681027950645,0.0017855981037503941,0.0035749006071311732,0.005360498710881567,0.5359999999999999,0.5744074261328195,0.0,-0.00035844753972155696,-0.0,-0.00035844753972157084,-0.0,-0.00035844753972157084,-0.22470096384089983,-0.521084253239368,1.0120812797918746,1.081286064875727,-3.8232879116868457,2.796313555968692,-5.501401672351372,-0.0050021557927979465,-0.0050018746650710745,-5.058113990555335e-05,0.005718769744514074,0.045718769744514075,8.580250111196036e-05
near_unit_100,18.0,1.2396120984869805,0.3945156015920155,0.216,0.002706021864376351,-0.7684219620933851,-3.622609334606058,-4.017124936198074,-2.499072876385214,0.14750686604642638,-5.2739946866460965,-3.108327922718817,0.0662001284052167,0.2,0.11852213928331598,0.8660000000000001,0.01795600000000003,0.7435023968125148,0.09579270921353802,0.04579270921353802,3.444938583628266,-2.220446049250313e-15,-5.30738335058345e-07,-2.7724351536750902e-08,0.017760959322667705,0.02115968399283492,0.017687933331383868,0.0056879333313838674,0.005334751067851917,0.012353182263531971,0.03884827852104922,0.0017845664295147922,0.0035503428985073104,0.005334909328022103,0.5359999999999999,0.5739987938578276,0.0,-0.00035318226353198146,-0.0,-0.00035318226353197105,-0.0,-0.00035318226353197105,-0.21329397813562365,-0.5096772675340923,1.0236120984869805,1.092105232440554,-3.7701162006524847,2.7749218102608824,-5.489994686646097,-0.004981671862444692,-0.004981568804319967,-7.302599128383713e-05,0.00568793333138419,0.04568793333138419,0.00010477588215383055
