scenario,time,log_capital,log_capability,log_population,log_output,log_wage,log_ai_services,log_inference_compute,log_human_research,log_production_labor,log_automated_research,log_effective_research,human_research_share,ai_share,automated_research_share,inverse_demand_elasticity,inference_share,consumption_share,gross_capital_return,net_capital_return,capital_output_ratio,monopoly_foc_log_error,research_mix_log_error,automation_share_cost_error,capital_growth,capability_growth,output_growth,output_per_capita_growth,wage_growth,production_labor_growth,ai_service_growth,capital_deepening_wage_contribution,ai_substitution_wage_contribution,wage_growth_identity,production_labor_income_share,aggregate_labor_income_share,production_labor_share_growth,aggregate_labor_share_growth,ai_displacement_share_contribution,research_reallocation_share_contribution,production_labor_share_growth_identity,aggregate_labor_share_growth_identity,log_output_per_capita,log_consumption_per_capita,log_capital_per_capita,log_capital_per_production_worker,log_ai_services_per_production_worker,log_human_to_automated_research_ratio,log_automated_research_per_capita,human_research_population_share_growth,human_research_population_share_growth_identity,capital_return_growth,consumption_per_capita_growth,euler_implied_net_return,euler_gap
research_sigma_xl_cd,0.0,0.9200248718261719,0.0,0.0,-0.31801375312119207,-0.8663535846048681,-4.3378447111836085,-4.3378447111836085,-2.623928213307542,-0.07528128642765905,-5.594714461631664,-3.2554201986789835,0.07251743862345619,0.2,0.10866676776023963,0.8660000000000001,0.01795600000000062,0.7435023968125143,0.09568428075301945,0.045684280753019446,3.448842353236651,-3.597122599785507e-14,6.623019386253759e-07,3.2074716230234834e-08,0.01768426020263092,0.022736842105263163,0.01792719975034679,0.005927199750346789,0.005527385741086355,0.012399814009260476,0.040615083716348366,0.0017438672438122463,0.0037808461407497765,0.0055247133845620225,0.5359999999999999,0.5779084398142037,0.0,-0.0003998140092603686,-0.0,-0.00039981400926047614,-0.0,-0.00039981400926047614,-0.31801375312119207,-0.6143970425196614,0.9200248718261719,0.995306158253831,-4.26256342475595,2.970786248324122,-5.594714461631664,-0.005127682328629923,-0.00512757173182592,0.00024293954771587023,0.005927199750346279,0.04592719975034628,-0.00024291899732683392
research_sigma_xl_cd,1.0,0.9377172300788761,0.022687883965973488,0.012000000000000002,-0.3000865533708453,-0.8608261988637818,-4.29722962746726,-4.319917511433234,-2.617055895636172,-0.06288147241839857,-5.576787261881318,-3.247343619160184,0.07214654396257303,0.2,0.10920330551350832,0.8660000000000001,0.01795600000000113,0.7435023968125138,0.09570675403153828,0.045706754031538274,3.448032517028579,-6.411537967210279e-14,5.517051349102076e-07,2.6834367575223617e-08,0.017700157142221243,0.022639140989902364,0.01792174876720981,0.0059217487672098106,0.0055232312073530965,0.012398517559856707,0.04056110296202586,0.0017495410621802968,0.0037737864438906663,0.005523327506070963,0.5359999999999999,0.577677430107432,0.0,-0.00039851755985664816,-0.0,-0.00039851755985670714,-0.0,-0.00039851755985670714,-0.3120865533708453,-0.6084698427693152,0.9257172300788761,1.0005987024972747,-4.2343481550488615,2.959731366245146,-5.5887872618813175,-0.00512516408076813,-0.005124713647496382,0.000221591624988568,0.005921748767210078,0.04592174876721008,-0.00021499473567180433
research_sigma_xl_cd,2.0,0.9554246024820208,0.04527870838965252,0.024000000000000004,-0.28217025558677244,-0.8553071221901619,-4.256722505259557,-4.302001213649209,-2.6101785414690784,-0.050484251307945635,-5.558870964097245,-3.2392578080654397,0.07177790777223692,0.2,0.10974138765315573,0.8660000000000001,0.017956000000000256,0.7435023968125146,0.09572675169051821,0.04572675169051821,3.4473122107692564,-1.544597783009749e-14,-2.385646040714562e-07,-1.1653668557931596e-08,0.017714302900993628,0.022542719126010222,0.017910582849704537,0.005910582849704537,0.005514717265596991,0.012395865584107504,0.04045351528592578,0.001755084314572421,0.0037597250600436482,0.005514809374616069,0.5359999999999999,0.5774480100054316,0.0,-0.00039586558410747985,-0.0,-0.00039586558410750414,-0.0,-0.00039586558410750414,-0.30617025558677247,-0.6025535449852413,0.9314246024820207,1.0059088537899663,-4.206238253951611,2.948692422628167,-5.582870964097245,-0.005119232987669919,-0.005118851681489445,0.00019627994871090904,0.005910582849704971,0.04591058284970497,-0.00018383115918676335
research_sigma_xl_cd,3.0,0.9731452776443846,0.06777374883845438,0.036000000000000004,-0.2642653876714362,-0.8497967643325878,-4.216322596895409,-4.284096345733863,-2.603294361611512,-0.038089741250183565,-5.540966096181909,-3.2311612318535303,0.07141164257811507,0.2,0.11028089725978009,0.8660000000000001,0.017956000000000447,0.7435023968125145,0.09574438548840425,0.045744385488404246,3.4466772993176384,-2.5590640717609858e-14,-2.1090722590599853e-07,-1.034700566893143e-08,0.017726776533601676,0.022447569197731762,0.01789894591951266,0.00589894591951266,0.005505781384202768,0.012393164535309916,0.040346724615095475,0.001760091959436281,0.003745777050691264,0.005505869010127545,0.5359999999999999,0.5772202458882213,0.0,-0.0003931645353099644,-0.0,-0.00039316453530991585,-0.0,-0.00039316453530991585,-0.3002653876714362,-0.5966486770699052,0.9371452776443846,1.0112350188945682,-4.178232855645225,2.937671734570397,-5.576966096181908,-0.005112397293303594,-0.0051126168488928765,0.00017216938591098352,0.005898945919513843,0.045898945919513844,-0.00015456043110959744
research_sigma_xl_cd,4.0,0.9908776244830136,0.0901742657809127,0.04800000000000001,-0.24637236374774713,-0.8442955594217564,-4.176029056029366,-4.266203321810279,-2.5964033360556855,-0.025697922237325803,-5.52307307225822,-3.223053922620418,0.071047732715813,0.2,0.11082180817884511,0.8660000000000001,0.017955999999998563,0.7435023968125164,0.09575977065316398,0.04575977065316397,3.4461235417453095,7.915890165577366e-14,2.0054657445811586e-07,9.880962978381369e-09,0.017737659548937773,0.02235366836560861,0.01788690821985628,0.005886908219856279,0.005496424802240163,0.012390483417616102,0.04024077975462248,0.0017645681233361514,0.003731939709158854,0.0054965078324950055,0.5359999999999999,0.5769941243235328,0.0,-0.0003904834176161609,-0.0,-0.0003904834176161019,-0.0,-0.0003904834176161019,-0.2943723637477471,-0.5907556531462136,0.9428776244830136,1.0165755467203395,-4.15033113379204,2.9266697362025345,-5.57107307225822,-0.005105541667832947,-0.005105941384624047,0.0001492486709185059,0.005886908219856879,0.04588690821985688,-0.00012713756669290727
research_sigma_xl_cd,5.0,1.0086200935285945,0.11248149190803401,0.06000000000000001,-0.22849157123172364,-0.8388039147281074,-4.135841037386164,-4.248322529294198,-2.5895054449471777,-0.01330877441495136,-5.505192279742196,-3.2149359106966253,0.07068616261636403,0.2,0.11136409515828743,0.8660000000000001,0.017955999999999583,0.7435023968125154,0.09577301739311593,0.04577301739311593,3.445646894943921,2.1635471192382738e-14,5.885263556493214e-07,2.912090853179894e-08,0.017747029905141404,0.022260994390979505,0.017874496008909002,0.005874496008909002,0.005486673930689523,0.01238782207821949,0.04013568732184103,0.0017685385828842318,0.0037182139426452858,0.005486752525529518,0.5359999999999999,0.576769631999712,0.0,-0.00038782207821941306,-0.0,-0.0003878220782194894,-0.0,-0.0003878220782194894,-0.28849157123172364,-0.5848748606301915,0.9486200935285944,1.0219288679435459,-4.1225322629712124,2.915686834795018,-5.565192279742195,-0.005098666264065521,-0.005098851852470044,0.00012746610376759837,0.0058744960089087694,0.04587449600890877,-0.0001014786157928424
research_sigma_xl_cd,6.0,1.0263712079609328,0.13469664840675716,0.07200000000000001,-0.21062337172992912,-0.8333222115603773,-4.095757681385684,-4.230454329792441,-2.5826006685838165,-0.0009222780808868236,-5.487324080240402,-3.2068072246799697,0.07032691680589741,0.2,0.11190773383126702,0.8660000000000001,0.017955999999998914,0.7435023968125161,0.09578423164000707,0.04578423164000707,3.4452434847550206,5.956346527113965e-14,5.717233837465585e-07,2.8410187549732235e-08,0.017754962535230512,0.0221695254962812,0.01786173439574426,0.005861734395744261,0.00547655403031605,0.012385180365428218,0.040031453296153874,0.001772028116034757,0.0037046005727172375,0.0054766286887519946,0.5359999999999999,0.5765467557245505,0.0,-0.0003851803654281172,-0.0,-0.0003851803654282178,-0.0,-0.0003851803654282178,-0.28262337172992913,-0.579006661128396,0.9543712079609328,1.0272934860418197,-4.094835403304797,2.9047234116565854,-5.559324080240402,-0.0050917712336928656,-0.005091373664887839,0.0001067718605137491,0.005861734395743445,0.045861734395743446,-7.750275573637638e-05
research_sigma_xl_cd,7.0,1.044129566123686,0.15682092970879016,0.084,-0.19276810244023512,-0.8278508066674753,-4.055778130793856,-4.212599060502646,-2.5756889874145634,0.011461586315905076,-5.4694688109507075,-3.1986678915271485,0.06996997990530236,0.2,0.11245270067282667,0.8660000000000001,0.017956000000000718,0.7435023968125142,0.09579351464764456,0.045793514647644556,3.4449096185042656,-4.1272540940440194e-14,-2.0661125388343748e-07,-1.0310634471211166e-08,0.017761529063185316,0.02207924047186144,0.01784860631599039,0.005848606315990389,0.005466114577749037,0.012382491738241325,0.03992804320191112,0.0017750823172315174,0.0036911038961317524,0.005466186213363269,0.5359999999999999,0.5763254824241301,0.0,-0.00038249173824134175,-0.0,-0.0003824917382413244,-0.0,-0.0003824917382413244,-0.27676810244023514,-0.5731513918387046,0.960129566123686,1.032667979807781,-4.067239717109761,2.893779823536144,-5.553468810950707,-0.005083969443399283,-0.005083622839507685,8.707725280507339e-05,0.005848606315990379,0.04584860631599038,-5.50916683458233e-05
research_sigma_xl_cd,8.0,1.0618938319320654,0.1788555221786026,0.096,-0.17492615909794834,-0.8223899824048793,-4.0159015949818615,-4.1947571171604645,-2.568768607470615,0.023842705395595826,-5.451626867608421,-3.1905163718202947,0.06961546016713215,0.2,0.11299887993565842,0.8660000000000001,0.017955999999998834,0.7435023968125161,0.0958009559406336,0.0458009559406336,3.4446420368132444,6.353251258417458e-14,-1.2148439987313964e-07,-6.088198875597861e-09,0.017766792816091753,0.021990134003837734,0.01783513534457995,0.00583513534457995,0.00545537828962972,0.012379757054950258,0.03982546237404616,0.0017777218011766935,0.0036777245127588504,0.0054554463139355434,0.5359999999999999,0.5761058756374926,0.0,-0.00037975705495035816,-0.0,-0.00037975705495025755,-0.0,-0.00037975705495025755,-0.27092615909794837,-0.5673094484964153,0.9658938319320655,1.0380511265364696,-4.039744300377457,2.8828582601378057,-5.547626867608421,-0.005075260034893558,-0.00507562123467949,6.834252848819666e-05,0.0058351353445804666,0.04583513534458047,-3.4179403946864306e-05
research_sigma_xl_cd,9.0,1.079662739487349,0.20080158376776674,0.108,-0.15709783175107522,-0.8169400500882159,-3.9761272060457635,-4.17692878981353,-2.5618395074843505,0.03622110042580559,-5.433798540261548,-3.1823526904984947,0.06926334066514205,0.2,0.11354624848924229,0.8660000000000001,0.017955999999999937,0.743502396812515,0.0958066485825958,0.045806648582595796,3.4444373629822147,2.609024107869118e-15,5.157883182782541e-07,2.5957946597765513e-08,0.017770819624432443,0.021902185654986667,0.017821425747772568,0.005821425747772568,0.005444316474631117,0.012377109273141458,0.039723794671308044,0.0017799244159260252,0.0036644558433543218,0.005444380259280347,0.5359999999999999,0.5758879212763008,0.0,-0.0003771092731414405,-0.0,-0.00037710927314145784,-0.0,-0.00037710927314145784,-0.2650978317510752,-0.5614811211495436,0.971662739487349,1.0434416390615435,-4.012348306471569,2.8719590327771973,-5.5417985402615475,-0.005067417399221785,-0.005067207201489666,5.060612334012449e-05,0.0058214257477712805,0.04582142574777128,-1.4777165175484941e-05
research_sigma_xl_cd,10.0,1.0974350846072989,0.22266026002556383,0.12,-0.1392833076024032,-0.811501349455617,-3.9364540056392454,-4.159114265664809,-2.5549034422690586,0.04859692394187874,-5.415984016112875,-3.1741784350504796,0.06891348220289185,0.2,0.11409487783328616,0.8660000000000001,0.01795600000000081,0.7435023968125141,0.09581068969920273,0.045810689699202725,3.444292083023655,-4.6407322429331543e-14,-5.41879864535133e-07,-2.7385862549911266e-08,0.01777367819206528,0.021815360062294606,0.017807416974075868,0.005807416974075868,0.005433000528425047,0.0123744164456508,0.03962296729333126,0.001781756376316779,0.0036513058135891805,0.00543306218990596,0.5359999999999999,0.5756715297179279,0.0,-0.0003744164456507826,-0.0,-0.00037441644565079993,-0.0,-0.00037441644565079993,-0.2592833076024032,-0.5556665970008727,0.9774350846072989,1.0488381606654202,-3.9850509295811243,2.8610805738438168,-5.5359840161128755,-0.005058666134915679,-0.005058584082774226,3.3738782010586665e-05,0.00580741697407694,0.04580741697407694,3.2727251257844148e-06
